day,hour,minute,second,frames,v1,v2,v3,std,minY,pixels
17,13,14,32.719,18,6.67,7.05,7.17,7.19,077,5169
17,13,14,50.653,33,-4.72,-4.57,-4.21,2.94,068,4400
17,13,19,03.784,32,-4.40,-4.58,-4.57,3.64,067,3924
17,13,19,53.787,15,-7.88,-7.54,-7.44,4.97,069,3220
17,13,23,15.186,22,4.99,6.31,6.97,4.83,074,4644
17,13,24,59.538,22,-6.00,-6.33,-6.44,4.84,070,4087
17,13,25,43.861,18,6.94,6.95,6.97,3.09,074,4248
17,13,26,38.324,9,-11.22,-14.92,-5.11,77.09,067,4504
17,13,26,38.654,13,4.85,4.67,3.73,8.19,075,5108
17,13,26,39.988,49,-1.65,-1.55,-1.43,1.11,074,1825
17,13,29,19.521,18,7.69,8.07,8.39,3.63,075,4376
17,13,29,26.280,21,6.92,7.33,7.76,5.02,076,4952
17,13,29,53.454,25,-6.00,-6.09,-5.84,3.77,069,4216
17,13,31,10.723,22,-6.51,-6.71,-6.54,3.43,069,4466
17,13,32,11.588,21,-6.73,-6.46,-6.12,2.99,068,3290
17,13,32,28.990,24,-6.70,-6.40,-5.92,2.41,069,3928
17,13,33,02.656,20,6.08,6.71,6.86,5.94,074,4848
17,13,37,43.457,20,-6.27,-6.87,-6.90,2.86,069,4398
17,13,45,27.125,25,5.05,5.61,5.74,2.22,076,5746
17,13,47,12.926,12,1.75,1.69,1.62,0.98,061,1294
17,13,48,23.865,37,3.08,2.67,2.23,1.45,099,3511
17,13,48,31.461,9,-3.33,-2.24,-1.11,2.69,065,3312
17,13,48,32.062,41,-3.37,-2.95,-2.44,1.63,065,4139
17,13,48,45.530,50,-1.33,-1.95,-2.49,1.66,099,3445
17,13,48,59.731,27,-5.48,-5.52,-5.47,4.48,068,3675
17,13,49,11.728,27,1.57,1.25,0.91,0.93,099,5932
17,13,49,23.262,8,-2.25,-2.50,-2.62,13.00,071,2942
17,13,49,26.192,18,2.08,2.67,3.11,2.79,073,4572
17,13,51,15.669,21,-6.67,-6.35,-5.92,3.70,074,4105
17,13,51,42.661,41,-2.63,-2.68,-2.62,0.92,074,1843
17,13,53,22.060,24,-6.00,-6.01,-5.77,3.65,068,4324
17,13,54,06.864,18,-8.53,-7.62,-6.39,3.52,075,4019
17,13,54,17.392,22,5.79,6.84,7.59,2.82,075,4430
17,13,54,37.395,22,5.90,6.45,6.75,2.42,075,4765
17,13,55,31.396,66,1.37,1.33,1.34,1.05,073,1958
17,13,55,31.563,31,1.31,1.24,1.08,1.24,076,2333
17,13,56,46.196,27,-5.78,-5.46,-4.85,2.57,066,3916
17,13,56,55.132,20,-6.72,-6.90,-6.72,4.26,069,4165
17,13,57,07.061,19,-7.76,-7.53,-6.93,3.70,069,3661
17,13,57,20.995,23,4.84,5.95,6.43,3.08,073,4425
17,13,57,56.134,20,6.15,7.43,8.17,4.28,078,4854
17,14,01,06.930,22,5.34,6.40,6.78,3.48,073,4642
17,14,04,04.396,23,-5.78,-6.27,-6.31,3.07,066,3902
17,14,05,55.400,25,-6.00,-6.08,-5.96,3.85,066,3941
17,14,06,34.463,17,7.48,8.19,8.32,4.57,081,4698
17,14,08,32.065,21,6.27,6.08,5.94,4.76,071,3797
17,14,09,26.941,21,-6.10,-6.08,-5.98,3.92,067,3426
17,14,09,53.532,20,5.47,6.15,6.56,5.34,080,3843
17,14,10,18.538,23,-5.37,-5.93,-6.03,3.14,067,4031
17,14,10,47.267,22,-7.32,-7.10,-6.50,3.16,068,4214
17,14,11,35.199,20,4.25,5.05,5.49,8.27,082,7810
17,14,11,35.569,7,6.64,8.52,10.14,1.86,082,5989
17,14,11,38.864,18,7.61,6.67,5.97,5.53,082,4198
17,14,11,55.399,18,7.86,8.14,8.44,4.59,082,5117
17,14,13,24.464,20,5.78,7.09,7.55,3.72,080,4816
17,14,15,14.934,23,5.25,6.43,6.94,3.49,080,4740
17,14,15,54.535,18,7.31,7.17,6.92,3.71,080,4387
17,14,16,50.337,24,3.91,3.35,2.70,2.97,073,9304
17,14,16,51.071,12,3.75,4.25,4.56,2.19,069,6931
17,14,19,51.600,21,6.41,6.57,6.27,2.87,082,5096
17,14,20,14.268,21,6.33,6.52,6.65,4.49,082,5239
17,14,20,31.743,22,-6.53,-6.89,-7.01,3.11,068,4104
17,14,21,04.869,26,-4.75,-5.33,-5.55,5.58,068,5981
17,14,22,57.737,36,-4.35,-4.09,-3.78,3.25,068,6334
17,14,23,42.737,19,7.00,6.98,6.80,3.79,079,4658
17,14,23,53.468,22,-3.25,-3.03,-2.77,2.89,067,8871
17,14,23,54.599,26,-2.35,-2.43,-2.41,2.10,067,7836
17,14,26,05.073,23,5.37,5.65,5.68,3.13,080,4113
17,14,28,17.010,22,1.21,1.47,1.55,1.52,062,1335
17,14,28,24.549,24,-5.92,-6.20,-6.27,2.57,069,4011
17,14,29,10.941,24,-6.34,-6.25,-5.89,3.07,068,4127
17,14,29,31.139,29,-5.06,-5.28,-5.27,3.70,067,4579
17,14,29,59.269,23,-5.70,-6.19,-6.35,2.98,068,3897
17,14,30,03.345,20,6.03,6.93,7.33,3.66,084,5754
17,14,30,45.872,27,5.12,5.48,5.75,2.78,072,4654
17,14,32,26.340,20,6.40,7.50,8.11,3.99,084,5283
17,14,35,53.478,13,8.42,8.70,8.40,11.66,073,4016
17,14,36,13.808,23,-5.76,-5.96,-5.95,3.49,066,3993
17,14,38,24.341,40,2.69,2.26,1.98,2.68,075,10078
17,14,38,24.635,11,2.00,2.28,2.27,3.56,074,7798
17,14,40,04.545,19,-6.37,-6.85,-7.07,6.19,068,3870
17,14,40,08.472,24,-5.92,-5.79,-5.41,3.33,067,4224
17,14,42,22.008,37,-1.18,-1.29,-1.40,1.44,063,1329
17,14,45,23.542,25,-4.75,-5.34,-5.93,4.29,069,3717
17,14,46,33.881,23,-5.12,-5.71,-6.20,3.56,069,3607
17,14,49,46.162,25,-5.89,-6.06,-6.05,2.74,070,5091
17,14,49,49.477,23,5.14,5.85,6.05,4.94,078,5164
17,14,51,26.011,25,-5.94,-5.93,-5.86,3.97,070,4669
17,14,52,30.214,21,6.53,6.68,6.65,2.78,075,5162
17,14,53,09.412,23,-5.05,-5.70,-5.99,4.25,070,3988
17,14,53,34.545,24,6.34,5.88,5.39,4.27,075,4898
17,14,55,16.215,67,-1.13,-1.11,-1.10,1.75,064,1737
17,14,55,30.078,31,-4.09,-4.48,-4.73,3.50,069,3726
17,14,55,50.014,21,-6.98,-7.09,-7.41,4.38,073,4173
17,14,57,07.148,15,-5.88,-4.64,-3.24,4.31,072,7886
17,14,57,07.329,8,-0.75,-1.38,-1.69,3.72,071,8599
17,14,57,07.917,19,-4.00,-4.65,-4.92,3.68,071,7735
17,14,57,11.216,30,-5.26,-5.06,-4.73,3.08,068,4159
17,14,57,34.545,20,-5.25,-6.76,-7.80,9.05,078,5193
17,14,58,08.346,27,4.80,4.79,4.73,1.96,078,5183
17,14,59,34.575,23,-5.66,-6.43,-6.87,2.74,070,4442
17,15,00,47.546,20,6.72,6.67,6.34,5.93,079,4855
17,15,01,01.215,26,-5.45,-5.99,-6.28,3.34,071,5018
17,15,02,48.548,21,6.92,6.72,6.16,4.95,079,5104
17,15,03,23.615,28,-5.18,-5.44,-5.54,3.24,070,4037
17,15,05,21.694,54,-2.03,-2.02,-2.00,1.38,070,2530
17,15,05,45.281,24,-5.83,-6.24,-6.72,3.95,077,4872
17,15,05,53.686,27,4.98,5.08,5.01,3.48,079,5965
17,15,07,33.477,43,-3.65,-3.45,-3.09,7.36,069,6587
17,15,08,07.415,12,6.81,5.53,3.56,5.75,075,5451
17,15,08,07.751,14,4.29,5.61,6.48,2.84,076,5562
17,15,13,30.019,19,6.82,6.69,6.44,3.05,075,4606
17,15,14,02.088,22,6.94,5.93,5.13,5.76,076,4526
17,15,14,03.310,25,-4.41,-4.73,-5.02,4.36,069,3419
17,15,16,04.084,9,2.00,1.16,0.22,1.64,062,1507
17,15,16,49.086,18,7.22,7.14,7.17,3.60,075,4756
17,15,17,50.022,23,5.35,5.56,5.61,5.51,078,4929
17,15,17,53.367,39,-3.49,-3.84,-3.99,2.47,069,6551
17,15,19,36.955,22,-6.94,-6.99,-6.94,3.72,071,4357
17,15,20,23.417,25,-5.21,-5.63,-5.95,3.58,071,3798
17,15,21,16.485,24,-4.36,-4.24,-4.02,1.49,065,1911
17,15,23,00.485,20,6.42,7.17,7.60,2.57,074,4980
17,15,25,42.290,25,5.37,5.29,5.15,4.84,076,5022
17,15,25,58.689,24,5.33,4.92,4.48,5.81,074,4423
17,15,26,04.553,19,6.92,6.81,6.71,5.10,076,5233
17,15,26,24.420,28,-4.86,-5.06,-5.21,3.85,070,4203
17,15,26,44.020,48,2.55,2.81,3.10,2.11,073,2700
17,15,28,50.420,14,-0.96,-1.47,-1.91,2.22,062,1290
17,15,29,03.154,38,-3.77,-3.82,-3.81,2.98,069,4169
17,15,29,49.022,23,5.52,5.86,6.10,3.50,079,4892
17,15,29,51.423,24,5.58,5.21,4.80,3.77,077,4860
17,15,31,00.022,19,7.05,7.75,7.70,3.71,075,4457
17,15,35,45.955,24,5.67,5.78,5.94,3.79,075,5497
17,15,36,18.826,28,4.42,4.80,5.11,4.56,075,5888
17,15,37,04.359,29,-4.72,-5.02,-5.14,3.91,069,4136
17,15,37,36.224,22,5.96,5.75,5.44,3.48,071,3872
17,15,37,44.091,84,1.18,1.16,1.12,0.78,074,2574
17,15,37,51.622,32,-4.58,-4.81,-4.85,2.91,068,3995
17,15,38,04.822,29,-2.61,-2.63,-2.70,1.89,068,7527
17,15,38,04.929,39,-2.22,-2.05,-1.83,1.76,068,7714
17,15,40,00.824,20,6.25,6.34,6.31,4.60,077,5141
17,15,40,02.625,20,-5.52,-6.52,-7.21,5.68,070,3518
17,15,40,37.890,41,2.13,1.82,1.44,1.94,083,4485
17,15,40,41.226,32,-1.42,-1.22,-1.07,2.86,099,7664
17,15,40,52.159,17,1.52,1.44,1.34,4.28,099,7402
17,15,40,55.594,29,-0.89,-1.29,-1.62,0.93,099,6629
17,15,41,10.691,20,6.12,6.74,7.06,3.97,078,5038
17,15,41,21.090,38,2.88,2.26,1.69,1.48,099,3112
17,15,41,36.759,94,-1.30,-1.53,-1.73,1.04,099,3114
17,15,42,09.624,19,6.71,6.66,6.43,5.04,077,4455
17,15,42,38.292,20,5.45,5.86,5.99,3.21,076,4142
17,15,43,40.093,20,6.62,7.05,7.54,7.40,071,5056
17,15,46,14.359,42,-4.06,-3.69,-3.23,2.30,069,3441
17,15,47,05.497,9,2.11,1.43,0.78,1.80,063,1424
17,15,47,05.952,11,1.09,1.17,1.00,1.51,064,1408
17,15,47,37.026,25,4.75,5.12,5.43,3.85,074,5132
17,15,49,11.366,15,7.84,5.94,3.84,6.97,072,8341
17,15,49,12.092,9,4.78,6.31,9.22,4.24,073,5968
17,15,49,37.704,35,3.90,3.66,3.62,4.64,073,3319
17,15,49,54.227,32,3.79,4.19,4.43,3.02,072,4991
17,15,51,30.832,22,-5.84,-6.30,-6.64,3.72,071,3957
17,15,52,12.697,22,5.92,6.21,6.46,4.31,076,4886
17,15,52,29.034,12,-14.50,-7.36,-1.31,13.69,074,6413
17,15,53,21.706,22,-6.35,-6.66,-6.90,3.12,071,4225
17,15,53,46.102,21,-5.69,-6.16,-6.04,33.64,072,5129
17,15,53,47.831,56,-1.43,-1.43,-1.40,0.82,072,2978
17,15,55,11.699,34,1.33,1.11,0.88,0.86,099,6454
17,15,55,24.634,8,0.38,1.50,2.06,12.98,072,3476
17,15,55,26.498,9,-4.00,-3.51,-1.11,5.39,071,4141
17,15,55,27.168,23,1.64,2.30,2.85,1.64,074,4533
17,15,56,08.830,48,-1.96,-2.06,-2.21,1.43,065,2687
17,15,56,10.270,17,-1.76,-1.91,-2.05,1.68,062,2056
17,15,56,16.564,24,-6.42,-5.85,-5.03,4.24,070,3566
17,15,56,20.299,20,6.42,6.93,7.34,7.48,084,5960
17,15,56,22.095,25,-5.79,-5.73,-5.41,6.32,069,4312
17,15,56,55.431,21,-6.63,-6.74,-7.04,3.70,070,3433
17,15,57,06.568,16,7.69,8.02,8.20,5.11,074,4538
17,15,57,11.762,17,6.53,7.52,8.28,8.96,074,4424
17,15,57,29.502,25,5.40,4.94,4.62,5.36,077,4033
17,15,57,41.901,34,-3.52,-3.73,-3.90,3.41,066,3814
17,16,01,57.107,22,5.63,5.37,5.40,6.47,074,4381
17,16,07,33.832,21,-6.90,-7.19,-7.47,3.69,071,4146
17,16,08,54.769,21,-6.24,-6.23,-6.55,5.65,070,4306
17,16,09,03.047,28,5.13,5.22,5.30,3.29,075,5726
17,16,09,05.923,9,8.44,5.41,1.89,7.93,067,3947
17,16,09,06.367,15,5.60,5.62,5.36,4.03,072,4253
17,16,09,16.971,10,4.60,6.16,7.05,2.92,073,4008
17,16,10,02.304,21,5.80,6.37,6.65,6.01,076,4842
17,16,10,36.832,23,4.79,5.87,6.62,4.31,072,4861
17,16,12,18.100,26,5.06,3.76,2.65,5.87,071,9081
17,16,12,18.494,11,3.27,4.45,5.18,4.63,070,6499
17,16,12,35.505,27,5.23,4.78,4.40,4.81,071,4030
17,16,13,14.233,21,6.12,5.84,5.63,10.30,072,4162
17,16,13,29.904,82,-1.31,-1.68,-2.03,1.28,095,2966
17,16,13,49.710,20,5.67,5.62,5.64,9.58,073,3832
17,16,14,27.633,19,6.39,7.06,7.62,6.99,074,4897
17,16,14,31.364,21,6.39,6.46,6.47,6.25,074,5010
17,16,16,33.033,21,6.51,6.02,5.49,3.94,075,4283
17,16,21,15.710,24,5.11,4.96,4.70,2.32,073,4419
17,16,21,42.768,17,6.25,7.67,8.51,3.98,072,5259
17,16,22,11.373,24,-6.72,-6.68,-6.25,3.11,070,4676
17,16,22,46.566,33,-4.06,-4.20,-4.02,3.38,067,7134
17,16,24,08.303,17,5.75,6.21,6.47,4.01,074,4713
17,16,24,10.236,22,5.26,5.92,6.45,4.56,072,4986
17,16,24,50.705,17,7.16,8.01,8.79,3.80,073,5298
17,16,25,51.966,20,5.77,5.88,5.93,3.38,075,4570
17,16,27,34.098,20,5.03,7.61,8.97,4.66,075,5225
17,16,27,59.638,24,-6.92,-6.54,-5.91,4.05,071,4289
17,16,28,18.168,15,7.64,7.81,7.88,4.59,069,2145
17,16,29,27.709,23,4.19,5.52,6.21,3.66,076,4941
17,16,29,30.635,24,4.77,5.35,6.06,5.51,074,4926
17,16,29,44.501,10,7.30,6.72,6.22,3.03,074,4298
17,16,31,13.168,12,7.25,7.28,6.94,2.15,074,5440
17,16,32,53.904,21,4.82,5.57,6.57,5.07,074,5131
17,16,34,25.104,17,5.47,7.28,8.57,6.23,075,5343
17,16,35,47.107,23,-6.58,-6.52,-6.21,2.93,069,4021
17,16,39,37.770,58,1.58,1.55,1.47,0.75,074,2359
17,16,39,54.769,41,-4.17,-3.73,-3.10,2.00,066,4087
17,16,40,48.970,22,-7.15,-6.74,-6.23,2.77,071,4260
17,16,41,47.907,17,5.93,7.98,9.20,2.94,075,5359
17,16,44,10.171,18,6.94,7.37,7.58,2.95,074,4951
17,16,45,03.379,31,-4.84,-4.79,-4.55,2.42,066,3230
17,16,45,42.973,22,-7.19,-6.44,-5.48,4.59,069,3656
17,16,45,44.440,14,6.59,6.73,6.61,2.12,076,4986
17,16,45,49.109,28,-5.62,-5.58,-5.28,2.78,068,4037
17,16,46,22.371,19,5.55,6.28,6.67,2.79,074,4233
17,16,47,06.371,16,6.04,7.62,8.51,3.99,072,4664
17,16,48,09.441,21,6.24,6.92,7.18,3.76,074,6030
17,16,48,14.972,19,6.39,7.13,7.56,3.12,073,4417
17,16,48,25.307,17,6.53,7.30,7.71,4.00,074,4370
17,16,48,27.441,19,-5.50,-6.22,-6.56,5.97,069,3869
17,16,48,28.509,12,9.19,8.28,7.88,4.39,070,5137
17,16,48,45.972,18,7.25,7.53,7.67,3.54,073,4883
17,16,49,27.109,26,-5.44,-5.93,-5.96,2.51,069,5082
17,16,49,38.442,21,6.47,6.90,7.29,3.71,072,4319
17,16,50,40.441,26,-5.88,-6.02,-5.88,2.92,068,3884
17,16,51,24.980,34,3.41,4.15,4.67,3.45,073,5913
17,16,51,30.441,22,-5.79,-6.07,-6.09,3.08,068,3282
17,16,54,03.717,27,5.05,5.46,5.57,2.01,074,6635
17,16,55,46.110,23,-5.57,-6.22,-6.43,3.61,067,3826
17,16,56,10.840,17,6.42,7.99,8.90,4.43,071,4112
17,16,58,06.176,20,-7.58,-7.53,-7.09,3.41,068,3939
17,16,58,21.922,22,5.53,5.93,6.05,2.42,071,3930
17,17,00,29.846,39,-1.21,-1.67,-2.27,3.43,083,3802
17,17,00,34.737,21,-1.10,-1.83,-2.90,6.50,099,7090
17,17,00,43.113,10,8.30,3.64,0.40,8.23,099,6828
17,17,00,46.231,24,-1.28,-1.71,-2.22,0.98,099,7128
17,17,01,28.311,16,6.75,7.03,6.91,4.17,075,4201
17,17,01,47.719,21,-7.53,-7.13,-6.57,4.22,069,4190
17,17,02,20.912,34,3.45,3.86,4.11,2.38,076,6960
17,17,03,02.646,59,-1.70,-1.69,-1.67,1.13,064,1519
17,17,03,46.646,25,-6.04,-6.05,-5.81,2.23,068,4305
17,17,04,41.378,19,5.42,6.59,7.41,2.83,070,4635
17,17,04,46.514,46,3.46,2.66,1.86,1.67,099,4044
17,17,04,55.384,33,2.72,2.41,2.02,1.03,099,3674
17,17,05,13.449,25,4.25,5.44,6.57,4.80,099,4147
17,17,05,17.539,11,9.09,5.56,2.42,8.40,091,3021
17,17,05,20.784,12,-3.88,-2.67,-1.19,4.64,099,4278
17,17,05,24.351,13,-1.27,-2.58,-3.08,7.72,088,3065
17,17,05,27.774,15,-1.08,-1.25,-1.24,1.19,070,3027
17,17,05,28.438,7,-1.29,-2.05,-2.79,1.07,068,1939
17,17,05,48.978,10,-1.30,-1.24,-0.95,4.91,095,2328
17,17,06,14.713,24,5.31,5.94,6.45,3.94,069,5176
17,17,06,55.915,21,5.94,5.97,5.76,2.63,070,4666
17,17,07,32.314,11,-1.55,-1.76,-1.58,2.44,081,3420
17,17,07,33.317,28,-1.18,-1.23,-1.21,1.02,087,4078
17,17,07,34.554,23,-1.06,-1.30,-1.46,1.53,088,3849
17,17,07,39.119,13,-1.27,-1.88,-2.32,2.22,099,2313
17,17,08,36.049,39,1.51,1.51,1.45,1.78,099,4760
17,17,08,39.191,12,4.56,2.78,0.88,4.79,099,6995
17,17,10,01.447,17,-6.04,-7.51,-8.33,4.87,069,4076
17,17,10,15.313,19,5.47,6.23,6.71,3.23,072,4515
17,17,10,34.379,27,5.16,5.02,4.48,10.05,069,4870
17,17,10,37.116,37,2.68,3.31,3.77,2.12,074,5060
17,17,12,15.979,21,-5.16,-5.04,-4.73,0.99,099,2106
17,17,14,04.180,18,5.97,6.64,7.28,3.89,070,4634
17,17,14,57.851,23,5.20,6.35,6.86,2.82,070,6378
17,17,16,07.249,21,-5.14,-5.62,-5.94,3.32,068,3572
17,17,16,39.517,25,-5.21,-5.63,-5.75,2.65,066,3939
17,17,17,36.580,22,5.82,6.43,6.43,3.23,072,7155
17,17,17,50.650,20,5.60,6.79,7.31,2.93,071,5025
17,17,18,12.449,24,-5.64,-5.45,-5.12,2.87,066,3424
17,17,20,27.980,22,6.02,6.58,6.80,2.28,075,5841
17,17,20,50.182,27,-5.68,-5.52,-5.17,2.43,068,4739
17,17,21,20.118,20,4.45,5.57,6.12,3.51,074,5319
17,17,21,47.653,19,5.47,6.06,6.27,2.95,075,5019
17,17,24,55.117,18,6.97,7.28,7.33,3.74,073,5032
17,17,25,34.521,9,2.11,1.26,0.33,1.22,099,2944
17,17,25,38.214,32,2.49,2.43,2.26,1.82,099,3623
17,17,25,42.206,8,0.19,1.44,2.06,2.10,077,1598
17,17,25,47.452,31,-1.62,-1.76,-1.78,1.80,077,2226
17,17,25,48.050,15,-1.32,-1.56,-1.56,1.68,074,1940
17,17,25,49.582,9,-1.44,-1.20,-1.11,1.48,071,1568
17,17,26,55.392,14,5.95,8.14,9.34,4.76,069,4325
17,17,28,08.850,23,-5.70,-6.24,-6.37,3.14,069,4312
17,17,28,27.451,18,6.58,6.98,7.19,2.57,071,4768
17,17,30,59.920,23,-4.98,-5.90,-6.32,3.83,067,3900
17,17,37,52.925,20,5.52,6.43,6.96,2.52,069,4314
17,17,40,06.586,13,-3.81,-3.06,-2.08,2.83,066,4644
17,17,40,06.932,30,-4.23,-3.48,-2.67,1.42,066,4842
17,17,41,09.053,20,5.53,6.61,7.06,2.91,072,4989
17,17,41,22.721,15,7.72,7.47,6.80,3.39,075,4833
17,17,41,24.653,24,-5.67,-6.35,-6.70,3.69,068,5099
17,17,42,48.787,18,-8.69,-7.90,-6.97,3.24,069,3425
17,17,44,21.321,17,5.96,7.67,8.47,2.87,073,4794
17,17,45,57.933,21,6.71,7.28,7.63,2.49,073,5801
17,17,49,08.323,21,-7.06,-6.59,-6.04,2.57,069,3407
17,17,50,12.055,26,4.80,5.88,6.39,2.68,069,5867
17,17,50,38.589,28,-5.60,-5.49,-5.17,1.91,068,4327
17,17,50,47.059,21,-7.00,-7.31,-7.37,3.18,069,5092
17,17,51,58.589,20,6.00,6.84,6.99,5.08,070,5960
17,17,52,00.325,14,-0.86,-1.10,-1.18,1.27,078,2115
17,17,52,01.457,9,-2.22,-1.50,-0.56,1.41,080,2287
17,17,52,02.192,9,-2.44,-1.52,-0.33,1.58,085,2596
17,17,52,03.270,8,-2.62,-1.50,-0.94,1.99,090,2972
17,17,52,03.835,9,-2.44,-1.49,-0.33,1.58,092,2946
17,17,52,07.167,8,-3.38,-1.81,-1.03,2.27,097,3244
17,17,52,56.258,26,-5.22,-5.47,-5.43,2.76,069,3789
17,17,53,22.258,19,-6.79,-7.11,-7.05,3.30,069,3650
17,17,55,09.323,20,5.67,7.06,7.77,2.58,073,4536
17,17,55,10.991,20,5.68,7.24,8.13,2.38,070,4540
17,17,55,35.929,8,2.62,1.56,1.03,2.05,071,1277
17,17,55,36.857,13,0.87,1.55,2.00,1.70,071,1536
17,17,55,38.261,27,1.54,1.50,1.46,1.28,074,1550
17,17,56,17.126,22,-6.49,-6.83,-6.84,3.35,069,4327
17,17,57,48.859,20,-6.40,-6.95,-7.12,2.39,069,3436
17,17,58,01.858,21,6.20,6.39,6.41,2.78,072,4228
17,17,58,26.724,21,-7.49,-7.45,-7.12,2.76,069,4572
17,18,00,41.526,19,6.37,7.04,7.30,3.12,070,4216
17,18,01,32.939,20,5.90,7.56,8.49,3.93,073,6192
17,18,01,59.528,21,-6.55,-6.40,-6.08,2.03,067,2357
17,18,03,05.938,18,7.72,7.93,7.94,3.13,071,5572
17,18,04,16.936,21,-6.92,-6.61,-6.12,3.54,069,3871
17,18,05,00.932,25,-2.06,-2.08,-2.04,1.37,062,1217
17,18,07,40.393,20,6.05,8.09,9.24,2.60,070,5054
17,18,08,23.459,54,3.29,2.62,1.93,1.68,076,6242
17,18,08,31.401,8,0.19,1.19,1.69,1.20,067,1744
17,18,09,19.595,23,-5.74,-6.48,-6.75,2.23,068,4521
17,18,09,30.595,24,-6.70,-6.62,-6.27,3.03,068,4870
17,18,09,37.128,23,5.09,6.39,7.02,2.53,073,5274
17,18,14,11.863,24,5.56,6.06,6.38,3.94,069,4364
17,18,14,14.398,23,5.03,6.10,6.57,2.40,070,4618
17,18,15,19.330,21,-7.10,-7.03,-6.78,2.99,069,4159
17,18,16,07.800,25,-5.62,-5.82,-5.67,2.42,069,4381
17,18,16,20.196,23,5.39,5.56,5.15,23.31,074,6840
17,18,17,30.462,24,-6.16,-5.94,-5.52,2.94,068,3920
